"ID","WH","Location","Description","Entry_By","Entry_On","ZONE","LOCLEVEL","STLOCATION","SLOC","LOCATIONTYPE","ZONEBARCODE","AISLES","CUSTID","PRIORITYLOCATION","LOCATIONSTATUS","CCSTATUS","AISLESBARCODE","LOCATIONBARCODE"
31816,GGNWH2,CR4-01-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31817,GGNWH2,CR4-01-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31818,GGNWH2,CR4-01-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31819,GGNWH2,CR4-01-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31820,GGNWH2,CR4-01-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31821,GGNWH2,CR4-01-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31822,GGNWH2,CR4-01-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31823,GGNWH2,CR4-01-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31824,GGNWH2,CR4-01-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31825,GGNWH2,CR4-02-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31826,GGNWH2,CR4-02-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31827,GGNWH2,CR4-02-103,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31828,GGNWH2,CR4-02-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31829,GGNWH2,CR4-02-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31830,GGNWH2,CR4-02-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31831,GGNWH2,CR4-02-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31832,GGNWH2,CR4-02-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31833,GGNWH2,CR4-02-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31834,GGNWH2,CR4-02-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31835,GGNWH2,CR4-02-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31836,GGNWH2,CR4-02-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31837,GGNWH2,CR4-03-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31838,GGNWH2,CR4-03-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31839,GGNWH2,CR4-03-103,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31840,GGNWH2,CR4-03-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31841,GGNWH2,CR4-03-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31842,GGNWH2,CR4-03-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31843,GGNWH2,CR4-03-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31844,GGNWH2,CR4-03-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31845,GGNWH2,CR4-03-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31846,GGNWH2,CR4-03-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31847,GGNWH2,CR4-03-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31848,GGNWH2,CR4-03-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31849,GGNWH2,CR4-04-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31850,GGNWH2,CR4-04-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31851,GGNWH2,CR4-04-103,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31852,GGNWH2,CR4-04-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31853,GGNWH2,CR4-04-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31854,GGNWH2,CR4-04-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31855,GGNWH2,CR4-04-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31856,GGNWH2,CR4-04-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31857,GGNWH2,CR4-04-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31858,GGNWH2,CR4-04-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31859,GGNWH2,CR4-04-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31860,GGNWH2,CR4-04-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31861,GGNWH2,CR5-01-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31862,GGNWH2,CR5-01-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31863,GGNWH2,CR5-01-103,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31864,GGNWH2,CR5-01-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31865,GGNWH2,CR5-01-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31866,GGNWH2,CR5-01-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31867,GGNWH2,CR5-01-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31868,GGNWH2,CR5-01-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31869,GGNWH2,CR5-01-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31870,GGNWH2,CR5-01-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31871,GGNWH2,CR5-01-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31872,GGNWH2,CR5-01-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31873,GGNWH2,CR5-02-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31874,GGNWH2,CR5-02-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31875,GGNWH2,CR5-02-103,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31876,GGNWH2,CR5-02-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31877,GGNWH2,CR5-02-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31878,GGNWH2,CR5-02-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31879,GGNWH2,CR5-02-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31880,GGNWH2,CR5-02-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31881,GGNWH2,CR5-02-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31882,GGNWH2,CR5-02-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31883,GGNWH2,CR5-02-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31884,GGNWH2,CR5-02-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31885,GGNWH2,CR5-03-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31886,GGNWH2,CR5-03-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31887,GGNWH2,CR5-03-103,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31888,GGNWH2,CR5-03-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31889,GGNWH2,CR5-03-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31890,GGNWH2,CR5-03-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31891,GGNWH2,CR5-03-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31892,GGNWH2,CR5-03-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31893,GGNWH2,CR5-03-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31894,GGNWH2,CR5-03-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31895,GGNWH2,CR5-03-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31896,GGNWH2,CR5-03-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31897,GGNWH2,CR5-04-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31898,GGNWH2,CR5-04-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31899,GGNWH2,CR5-04-103,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31900,GGNWH2,CR5-04-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31901,GGNWH2,CR5-04-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31902,GGNWH2,CR5-04-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31903,GGNWH2,CR5-04-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31904,GGNWH2,CR5-04-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31905,GGNWH2,CR5-04-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31906,GGNWH2,CR5-04-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31907,GGNWH2,CR5-04-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31908,GGNWH2,CR5-04-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31909,GGNWH2,CR6-01-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31910,GGNWH2,CR6-01-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31911,GGNWH2,CR6-01-103,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31912,GGNWH2,CR6-01-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31913,GGNWH2,CR6-01-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31914,GGNWH2,CR6-01-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31915,GGNWH2,CR6-01-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31916,GGNWH2,CR6-01-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31917,GGNWH2,CR6-01-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31918,GGNWH2,CR6-01-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31919,GGNWH2,CR6-01-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31920,GGNWH2,CR6-01-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31921,GGNWH2,CR6-02-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31922,GGNWH2,CR6-02-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31923,GGNWH2,CR6-02-103,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31924,GGNWH2,CR6-02-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31925,GGNWH2,CR6-02-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31926,GGNWH2,CR6-02-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31927,GGNWH2,CR6-02-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31928,GGNWH2,CR6-02-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31929,GGNWH2,CR6-02-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31930,GGNWH2,CR6-02-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31931,GGNWH2,CR6-02-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31932,GGNWH2,CR6-02-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31933,GGNWH2,CR6-03-101,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31934,GGNWH2,CR6-03-102,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31935,GGNWH2,CR6-03-103,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31936,GGNWH2,CR6-03-201,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31937,GGNWH2,CR6-03-202,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31938,GGNWH2,CR6-03-203,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31939,GGNWH2,CR6-03-301,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31940,GGNWH2,CR6-03-302,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31941,GGNWH2,CR6-03-303,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31942,GGNWH2,CR6-03-401,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31943,GGNWH2,CR6-03-402,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
31944,GGNWH2,CR6-03-403,OK Stock Location,MAKHAN SINGH,2021-11-08,,,,,,,,HLL01,,,,,
40723,GGNWH2,R04-B1-B0046,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40724,GGNWH2,R04-B2-B0195,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40725,GGNWH2,R04-B2-B0196,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40726,GGNWH2,R04-B2-B0198,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40727,GGNWH2,R04-B2-B0275,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40728,GGNWH2,R04-C1-B0047,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40729,GGNWH2,R04-C1-B0049,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40730,GGNWH2,R04-C2-B0200,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40731,GGNWH2,R04-C2-B0208,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40732,GGNWH2,R04-C2-B0209,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40733,GGNWH2,R04-C2-B0213,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40734,GGNWH2,R04-D1-B0050,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40735,GGNWH2,R04-D1-B0051,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40736,GGNWH2,R04-D1-B0052,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40737,GGNWH2,R04-D2-B0100,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40738,GGNWH2,R04-D2-B0221,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40739,GGNWH2,R04-D2-B0222,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40740,GGNWH2,R04-D2-B0224,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40741,GGNWH2,R04-D2-B0225,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40742,GGNWH2,R05-A1-B0053,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40743,GGNWH2,R05-A1-B0054,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40744,GGNWH2,R05-A2-B0226,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40745,GGNWH2,R05-A2-B0227,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40746,GGNWH2,R05-A2-B0228,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40747,GGNWH2,R05-A2-B0229,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40748,GGNWH2,R05-A2-B0230,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40749,GGNWH2,R05-A2-B0231,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40750,GGNWH2,R05-B1-B0055,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40751,GGNWH2,R05-B1-B0056,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40752,GGNWH2,R05-B1-B0057,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40753,GGNWH2,R05-B1-B0058,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40754,GGNWH2,R05-B1-B0059,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40755,GGNWH2,R05-B1-B0060,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40756,GGNWH2,R05-B2-B0232,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40757,GGNWH2,R05-B2-B0233,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40758,GGNWH2,R05-B2-B0234,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40759,GGNWH2,R05-B2-B0235,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40760,GGNWH2,R05-C1-B0061,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40761,GGNWH2,R05-C1-B0063,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40762,GGNWH2,R05-C2-B0238,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40763,GGNWH2,R05-C2-B0239,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40764,GGNWH2,R05-C2-B0240,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40765,GGNWH2,R05-C2-B0241,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40766,GGNWH2,R05-D1-B0064,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40767,GGNWH2,R05-D1-B0065,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40768,GGNWH2,R05-D1-B0066,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40769,GGNWH2,R05-D2-B0242,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40770,GGNWH2,R05-D2-B0243,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40771,GGNWH2,R06-A1-B0077,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40772,GGNWH2,R06-A1-B0078,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40773,GGNWH2,R06-A1-B0079,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40774,GGNWH2,R06-A2-B0244,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40775,GGNWH2,R06-A2-B0246,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40776,GGNWH2,R06-B1-B0073,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40777,GGNWH2,R06-B1-B0074,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40778,GGNWH2,R06-B1-B0075,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40779,GGNWH2,R06-B1-B0076,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40780,GGNWH2,R06-B2-B0250,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40781,GGNWH2,R06-B2-B0251,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40782,GGNWH2,R06-B2-B0252,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40783,GGNWH2,R06-C1-B0070,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40784,GGNWH2,R06-C1-B0072,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40785,GGNWH2,R06-C2-B0253,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40786,GGNWH2,R06-C2-B0254,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40787,GGNWH2,R06-C2-B0255,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40788,GGNWH2,R06-C2-B0256,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40789,GGNWH2,R06-C2-B0257,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40790,GGNWH2,R06-C2-B0258,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40791,GGNWH2,R06-D1-B0067,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40792,GGNWH2,R06-D1-B0068,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40793,GGNWH2,R06-D1-B0069,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40794,GGNWH2,R06-D2-B0259,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40795,GGNWH2,R06-D2-B0263,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40796,GGNWH2,R06-D2-B0264,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40797,GGNWH2,R06-D2-B0265,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40798,GGNWH2,R06-D2-B0266,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40799,GGNWH2,R07-A1-B0080,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40800,GGNWH2,R07-A1-B0081,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40801,GGNWH2,R07-A2-B0267,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40802,GGNWH2,R07-A2-B0268,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40803,GGNWH2,R07-A2-B0269,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40804,GGNWH2,R07-A2-B0270,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40805,GGNWH2,R07-B1-B0082,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40806,GGNWH2,R07-B1-B0083,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40807,GGNWH2,R07-B1-B0084,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40808,GGNWH2,R07-B1-B0085,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40809,GGNWH2,R07-B2-B0271,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40810,GGNWH2,R07-C1-B0086,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40811,GGNWH2,R07-C1-B0087,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40812,GGNWH2,R08-A1-B0098,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40813,GGNWH2,R08-A1-B0099,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40814,GGNWH2,R08-A2-B0312,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40815,GGNWH2,R08-A2-B0313,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40816,GGNWH2,R08-A2-B0314,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
40817,GGNWH2,R08-A2-B0315,OK Stock Location,MAKHAN SINGH,2022-07-30,,,,,,,,HLL01,,,,,
